NP_610240	Q23985	1
P04197	P22812	0
NP_787977	Q11002	0
O18388	P29413	0
P24785	Q9VK18	1
Q9XTU6	Q94392	0
P07909	Q9VYV5	0
Q9VUB4	NP_477239	1
Q26365	P22265	0
NP_649714	Q9VT69	1
P48987	Q9VTI8	0
P17993	P17993	1
P18491	Q9VGC3	0
P48987	Q9V8M5	0
Q05192	X2JA43	0
Q9VUW9	Q24025	1
Q9VTR6	Q9VE54	1
P54350	Q8MRC9	0
P32715	P75750	0
Q9V4B8	Q7JWN2	1
O17933	Q18938	0
Q9VG73	O96860	0
P33231	P00805	0
Q9VI82	Q9NHD5	0
Q09289	P52899	0
Q7K3Q3	Q7K3U4	1
P13054	O18388	0
Q9VKD6	NP_572147	1
P52172	P10987	0
Q9VWG6	Q9VVT2	1
Q23985	Q9VF89	0
P07017	P76008	0
Q9VI82	Q9VH45	1
NP_524087	Q9V407	0
NP_573219	NP_611817	1
Q9N4Q7	O02108	0
Q27934	P45594	0
Q9VWA1	Q9VMX1	0
P08716	P00962	0
Q9VIT0	Q9V3P0	0
O17850	Q21557	0
Q21372	Q93351	1
P39413	Q95028	0
P49847	Q24439	0
Q02427	P02572	0
O77134	Q9U9Q2	1
A1ZAU6	A1Z8W1	1
Q9VY91	Q94524	1
NP_787977	Q9VPS5	0
Q22174	Q18776	1
Q9VIF0	E2QC90	0
Q9VIT0	A4V0A1	0
A0A0S0WNN6	Q9VYH3	0
Q8IQB4	Q8INA9	1
Q22799	O01916	0
NP_726032	P41094	1
P46941	Q9XTV9	1
Q27350	P04657	0
Q9N428	P46561	0
Q9VMM3	Q9V468	1
Q9VTP5	NP_649932	1
Q7K0S9	P13706	0
Q9NBK5	Q9W495	0
Q9V422	Q9VA32	1
O02056	Q9NAD6	1
O46106	Q23972	0
P08970	P48592	0
P54358	A0A0B4KED9	0
Q7JRM5	Q9VAU6	1
Q8SZP2	Q9W283	1
P16241	P02828	0
Q9VUL2	Q9VZZ8	1
Q9VFS8	O18412	1
P09085	Q94981	0
P54745	P07118	0
Q9VAU9	Q94981	0
Q8I8V0	Q9VYG2	1
Q961V5	Q9VFF0	1
Q9XYR0	Q9W2R4	1
Q9VBI3	P15330	1
Q9XTL9	Q9VLU9	1
Q9W3S4	Q8SX40	1
Q9W221	Q9VTH0	1
P12646	O77135	1
P21893	P06612	1
P04970	O45503	0
Q9VK21	NP_723932	1
Q26307	NP_611259	1
Q8T0S6	Q9W5R5	1
Q9VJE4	Q9VZD5	0
P39413	Q9VN97	0
Q9VD51	O18404	0
Q9VIE8	Q9W3R7	1
P29052	P81900	0
Q8IQG0	Q8T965	1
Q9VDS6	A0A0S0X8K7	0
Q9VHI4	Q9VHD2	0
Q9VZF4	Q9VMN5	0
P92189	P02574	0
Q9VR19	M9PGA7	1
X2JA05	Q961G1	0
Q9W281	Q9VSK9	1
Q8WS79	Q24090	1
Q9VKG8	NP_611978	1
Q7JVP2	Q9VBS9	1
Q9VHA8	Q8INI8	1
O46036	Q9V8M5	0
Q9VT69	A0A0B4K6K7	1
Q9VZ44	Q7JWN2	1
P41932	Q18809	1
Q9N431	Q20052	1
P51123	Q9VWR5	0
A0A0S0WNN6	F3YDH0	0
Q24492	P15007	0
P29775	Q24133	0
Q965H3	Q9NGT3	1
Q9VK00	O76908	1
B7YZS3	P54622	0
P41073	E8NHB3	0
Q95028	Q9VA73	0
P34460	Q9XVA3	1
Q9U281	P34574	0
P20240	P08928	1
Q9VD35	Q9VQW4	1
Q9W2M5	O46100	1
P48727	Q9U357	0
A0A650FBE4	NP_524470	0
P09089	P12613	0
Q9VQS0	Q9VCV9	1
NP_610660	NP_610058	1
Q9U405	X2JH42	0
NP_648567	Q9W087	1
O44081	Q24404	1
Q9VGI8	X2J7F1	0
Q9VQK5	Q9VYG2	1
P52172	Q27884	0
Q9VST2	P10735	0
Q8IPU3	Q8IMJ2	1
E1JGK7	O96860	0
Q27519	Q20717	1
P53013	Q22347	0
Q8MQJ8	Q9VZ27	1
Q9VFP2	Q9VYC7	1
Q9VX56	A1Z8W1	1
P33934	P21170	0
Q9I7J0	Q9VVK3	1
Q9VIU2	Q9VF15	1
Q9VIP2	P82147	1
Q23973	P22812	0
P00490	P10485	1
P28518	Q94522	0
P52600	P10443	0
NP_726148	Q9VKG8	1
P77308	P39180	0
P49700	P48592	0
Q9W363	Q7K1N5	1
Q9VV23	NP_650938	1
Q18195	P17330	0
Q9U297	Q09296	0
P34619	CAB02111	0
Q9VQQ9	P48555	1
NP_648175	NP_725378	0
Q9VYL7	Q9VSB2	1
P02916	P25745	0
Q9U405	Q94519	0
NP_727638	Q9W3Y7	1
P22812	P91929	0
NP_524528	Q11002	0
P02413	P21499	1
Q9V411	O18388	0
Q7K3Q3	Q9VFV6	1
Q9VWY6	M9NHG9	0
P13468	X2JES4	0
Q9VJ62	P02828	0
Q9XVL8	O16364	1
Q94535	Q02910	0
Q27934	Q6WV20	0
Q9VFI7	NP_726032	1
Q95T98	Q9V9Y9	1
A0A1B2AL22	Q9VU68	0
Q9W0K4	P21914	0
E1JGK7	B5RIN0	0
NP_610240	Q9V3H0	1
NP_650326	P46461	0
P08266	P13060	0
E1JGK7	Q8MS27	0
Q21215	P34420	1
Q11002	M9PBK1	0
Q9VKK3	E2QDA1	1
O44400	P91505	1
P52029	Q9VMY1	0
Q960T2	Q8IPY3	1
X2J7F1	Q6WV20	0
M9MS41	M9PBP5	0
Q9VSL5	Q9W255	1
Q9VNE0	Q24564	1
Q22053	P53013	0
Q9V410	Q24564	1
P20240	Q9VSC1	0
Q9VRV6	M9PFY1	1
Q02360	Q24133	0
A1Z8U1	P16163	1
Q9VR09	Q95RV3	1
Q09560	Q9GYI4	1
Q9VHN6	Q9W470	0
Q9VCS4	Q24251	1
P77400	P46130	0
Q9VSC1	Q9VYV5	0
NP_651805	Q9VSY6	1
Q9W0K7	Q9Y117	0
Q9VB81	Q8INY6	1
P02283	Q9VIW3	0
Q9VWX7	P91929	0
Q960F7	NP_652502	1
P08985	A0A0B4KI61	0
Q86B99	Q9VQK1	1
Q11189	P91820	1
Q9VL14	NP_731218	1
Q9VM71	Q9W3R7	0
Q9VJ87	Q9W495	0
M9PCN6	P52304	0
P45523	P10378	1
Q9V411	E2QCK0	0
Q9V7P1	Q94522	0
Q24297	P13060	0
Q9W470	Q6WV20	0
Q9VNC4	Q9VV11	1
P15042	P77212	1
Q9W424	NP_572472	1
A1ZAU6	A1ZBL0	1
P39408	P39408	1
Q19555	Q19325	1
Q9VK18	Q9VK18	1
Q9VN78	Q8MYW2	1
Q9VBN9	Q9W029	1
Q9VEX9	Q23972	0
Q9VH70	P08879	0
B3DNL7	Q95YI5	0
A4V4A1	Q9XYN7	1
P47938	Q9VYV5	0
P08879	Q9VA73	0
Q9VP57	Q8T3Y0	1
Q9VF82	Q9VIE8	1
Q24562	Q9VYH3	0
Q9VR29	NP_648863	1
Q7KK54	A0A0B4K812	1
Q24368	Q9U5L1	0
NP_524087	Q9VEU5	0
Q9VU89	O46036	1
Q86BJ3	Q7JWD3	1
Q8SX21	E2QCQ7	1
P22813	Q9W0V1	0
Q24276	Q9VZD5	0
Q9VDM7	Q9VR87	1
Q9VG73	A0A1B2AJ61	0
Q9VVI0	Q02361	1
Q9XZ06	Q24117	0
Q23985	Q9VJ72	1
A0A0B4KED9	Q94522	0
Q9VRV9	A1Z7C7	1
Q9VJJ0	Q9VJD3	0
P11420	P10383	0
Q9VZF9	Q9VZ71	1
Q18000	O45521	1
P52654	P52304	0
NP_733318	Q8IH18	1
P13054	P53501	0
P25745	P25745	1
Q9VZX9	P08570	1
Q7K1W5	O61231	1
P06611	P36662	0
NP_609008	Q9VNE9	1
NP_724730	Q9VRX7	1
Q9VIT3	P48592	1
F0JAI1	Q9VMN5	0
A1ZBU8	NP_608594	1
Q8IRW8	Q9V407	0
Q9V4E0	Q9W1M7	1
NP_524087	Q9VHN6	0
O18412	Q9VRV6	1
Q9VFK2	P15007	1
Q7K4W1	Q9VBI1	1
Q9V3G1	M9MRM4	0
Q9V3G3	Q9W141	0
Q8INR6	B7YZS3	0
NP_787977	Q9VYH3	0
I53100	M9NEQ9	0
O76892	NP_652505	1
P49028	Q9VAD6	0
Q9V3P0	Q9VQG4	0
Q9VBP3	Q9W1V2	1
