Q9VYL7	Q9VZN0	1
Q24174	Q95028	0
Q9VF89	Q9XZU1	0
Q8INK9	Q9VJD3	0
Q27272	NP_725378	0
Q9VLA2	A0A0B4K7V5	0
Q9VYQ8	Q24139	0
Q9VZJ3	Q9VAF4	1
P39301	P06722	0
P06136	P33128	0
Q9VIF0	P91927	0
P04951	P32681	1
P81900	Q8SZ63	0
Q01083	Q49BL6	1
Q94523	Q8IRJ8	0
O97159	A0A0B4KED9	0
P52172	A0A0B4K7V5	0
Q9VAU6	Q7JXC4	1
Q9XY35	Q9VYV5	0
Q8SYJ2	Q9W0R0	1
A0A1B2AKB3	Q961G1	0
Q8T0Q4	Q8T0Q4	1
P33244	B7YZS3	0
Q9VCP0	Q9V407	0
NP_609895	Q9VHN5	0
NP_609297	Q8IH18	1
Q9VVG9	P40427	1
B7Z0E2	Q7K5J8	1
P76192	P76192	1
Q9VYS2	Q9VR19	1
Q9VJ62	Q24407	0
Q24297	Q23985	0
P34574	O45503	0
Q9VNZ7	M9PGK0	1
P07017	P15977	0
P41848	O45946	0
Q9VP35	Q9VKS2	1
P55830	Q9VT19	1
Q7K0G4	A0A0S0X8K7	1
B5RIZ2	Q9W3S4	1
NP_611036	P54623	1
P91927	P19889	0
O44821	Q9XWP6	1
Q9VYG2	M9MRW4	1
Q9VVN2	A0AQH0	0
Q93573	P34605	0
Q9VJ53	Q7K0D8	1
Q7KTJ2	Q9VBN5	1
Q9V7P1	NP_725378	0
O16783	Q20002	1
EAA46169	C0MKE7	1
O44081	A0A1B2AKB3	0
Q9VRS2	M9NHG9	1
O44081	Q24276	0
A0A0B4KHT9	Q9V595	0
P13468	A0A650FBE4	0
P41073	Q9VHS2	0
A0A0S0WNN6	Q95TN4	0
Q9VM95	Q9V3P2	1
O17850	P34574	0
P08691	P30139	0
Q9VUK7	P11420	1
Q9VNA5	Q86BJ3	0
NP_649114	P09081	1
X2JKS9	Q8MS27	0
O16797	Q9VAY8	1
P76175	P17952	1
P26266	P07395	0
Q9VEC1	Q7JZM8	0
Q9V466	P02844	1
P50536	Q23985	0
Q9NBD7	Q9VJE5	1
P35415	Q9W461	1
Q18964	Q23187	1
Q9VN49	Q9Y125	1
Q95RI5	Q24090	1
Q8IQG1	Q8IPN2	1
Q9W3X8	Q9W3X8	1
P18502	Q9W123	1
NP_651347	P28166	1
M9NDC9	Q9V595	0
P19538	Q9W0H1	1
P37653	P06722	0
NP_650989	Q9W4M0	1
Q9V8W3	Q86BJ3	0
O46070	Q9VAA1	1
Q9VPY4	X2JEM4	1
Q965H3	Q22866	0
Q8MT36	Q9VCX3	0
Q9VTP5	A1Z8Z8	1
Q24276	Q8T045	0
Q9W123	Q9VCX3	0
P77338	P76008	0
M9PCN6	Q9VMX1	0
Q01842	E2QC90	0
A0A1B2AKW7	Q9VVB4	1
Q27272	A0A0B4LES3	0
Q8SY05	A0A0B4K6K7	1
Q9VND7	Q9GYU8	1
Q9VID4	NP_648089	1
Q24558	Q9V595	0
Q9VIY3	Q9VH84	1
Q9W409	Q24558	1
Q9VNB9	Q9VN88	1
Q9VIP8	Q24407	0
Q9VYG2	Q9VY91	1
P47825	A0A0S0X8K7	0
P23895	P23895	1
Q9VNE2	Q9VT19	1
P12297	B7YZS3	0
Q9GYU8	Q9VK23	1
Q9VBI1	NP_652127	1
Q9W170	Q9VC66	1
Q8SXG2	Q9I7T7	1
Q01842	Q23972	0
Q9VFK4	NP_725378	0
Q9VCP0	Q9VU68	0
NP_573220	Q9VLU9	1
Q9VCH1	Q9VVE2	1
P25992	Q9V9S8	0
M9PH85	Q9VAU6	1
P77239	P77214	1
Q20709	Q9XVA3	1
NP_651588	NP_652502	1
Q9VIQ2	X2J8R0	1
Q27350	P81900	0
Q9Y149	Q86BJ3	0
Q01083	Q24174	1
Q8MSC4	Q9V407	0
P07648	P04993	1
M9PFN1	Q9NIV1	0
P08722	P07395	0
A0A0B4KED9	Q9VPS5	0
Q9VID4	Q7KRU8	1
P52029	A0A0B4LGQ1	0
Q9VB08	P10383	0
Q4V6W7	Q9VU18	1
Q9VZF4	Q9VPH7	0
Q01842	Q9VIW3	0
Q9V3V3	NP_609297	1
Q9VEX9	Q9VIP8	0
M9NHG9	Q8MLW5	1
Q9VD25	Q9VIP8	0
M9PI95	Q9VV90	1
Q9VF72	Q9VV40	1
Q9W1R3	Q9VSJ8	1
Q9VLV5	P98081	0
X2JGB3	Q24185	1
Q9VDS6	Q9VIM5	0
P42501	P42501	1
Q9VA73	M9PFN1	0
Q9VXB5	Q9VUL9	0
AAO91694	Q93573	0
P40797	Q9VHB1	1
NP_723220	Q9VZJ3	1
P42124	Q9W5R8	0
NP_652666	Q8MLT4	1
Q9VR89	O76767	0
Q24168	E2QC90	0
P19538	A1Z8W8	1
P06972	P33012	0
O46106	X2J7F1	0
Q9VAC1	P11929	1
NP_728971	Q95YI5	0
NP_732315	Q9VYG2	1
Q9VAW8	Q9VMW8	1
P42124	Q9VGC3	0
Q9VLR0	Q9VZX9	1
Q9VM97	O46070	1
C0MIY4	Q9VSC1	0
E2QCK0	P10333	1
P43332	Q9VXH6	0
NP_648862	Q8SY52	1
O76906	M9NHG9	0
Q9VEX9	P13496	0
M9PI74	Q6NQZ7	1
M9MS41	Q9VTI8	0
Q9VI10	A0A0S0X8K7	0
Q9VFK4	M9MRM4	0
X2J8R0	O16797	0
Q9VB95	Q7JUM5	1
P24205	P00963	0
P76049	P76049	1
Q7JZ94	P39572	1
NP_573222	Q6NQZ7	1
Q9VW17	Q9VKQ2	1
O44741	O01901	1
Q7K2Q8	A0A1B2AK04	1
O97365	Q0E9B5	1
O16511	P91419	1
Q7JWN2	Q8T3W6	1
P75960	P10486	1
Q9VV90	Q9VSS7	1
P37338	P37338	1
Q9VM95	P13496	0
Q9V4D4	Q9VTH8	1
Q9VM60	Q7K2X1	1
NP_497734	P17330	0
NP_729869	NP_649183	1
Q9VT91	Q9W1N8	1
P81900	Q9VN97	0
O16797	NP_611308	1
NP_572231	Q9VD48	1
P52172	Q9VMX1	0
Q27350	P98081	0
Q9VVV9	P36951	1
Q9VL71	Q9VEH6	1
P77611	P15977	0
P18459	Q9W5A9	1
Q9VHC7	P35415	1
Q9VNH5	Q9VM94	1
NP_650445	Q9VX94	1
Q9VFK4	Q8SZ63	0
NP_650892	Q95RG8	1
NP_610749	Q95RQ1	1
Q9XWG3	Q9XXC8	1
Q9VEX9	P15007	0
Q9VJI7	Q24297	1
P23792	Q9VAA1	1
Q9VES0	Q9VU43	1
NP_609573	NP_652587	1
E1JIH5	Q94523	1
Q95RR8	Q4V5L1	1
Q9VSC1	Q9VVN2	0
P05812	Q9VU71	1
Q9NHP8	Q8SZ63	0
NP_788440	Q9VAU6	1
M9NEQ9	A0A650FBE4	1
P08570	Q9VK13	1
NP_648860	Q9VQW4	1
Q8MT36	P18487	0
Q8MSC4	P91929	0
Q95T98	Q9VM98	1
O16043	Q9VME1	1
NP_650493	Q9VHE5	1
Q8SY52	Q59E04	1
Q9W5R8	P42519	0
Q9VLA2	Q9W495	0
P31069	P37330	0
X2JGB3	Q02910	0
P77444	P77444	1
O44081	Q9VGC3	0
NP_524087	O76767	0
