P77338	P07024	0
Q9VU21	Q9VNC1	1
Q9U915	Q9VMY2	1
Q46841	P00957	0
Q9VVN2	Q9VUL2	1
Q9W0F5	Q9VFT3	1
Q9VMD4	NP_609573	1
Q7K204	A0A126GUU0	1
O18302	O45521	1
P33361	P10443	0
P15278	NP_650440	1
P46889	P21889	0
NP_648531	Q9VV44	1
Q95RR8	Q9W2P8	1
Q7JVR7	Q8SYG2	1
Q86BI3	Q7KMQ6	1
Q9VL14	Q9V564	1
Q95RG8	E1JHX5	1
P19926	P19926	1
P07183	O44437	1
O16011	O16011	1
Q9VTL1	O18388	1
P11420	Q9VSS2	0
Q9VCG4	Q9V9Z1	0
Q9VII3	A1Z7K9	1
Q8IR14	Q9VZJ3	1
A0A0B4K7V5	P25171	0
P07363	P07330	1
Q9VV90	Q9VV52	1
P54745	P26602	0
O17670	P52874	1
Q9VAU9	Q9VVN2	0
X2JKS9	Q9VHN6	0
P13607	Q9VM94	1
Q9VZD5	P15330	0
Q95028	Q961G1	0
P91943	P52029	0
P77338	P26612	0
Q9VSV3	Q9VXN1	1
P13469	E2QC90	0
Q9VWR0	Q9Y1A3	1
Q9VJE4	O18405	0
O46036	Q9VSS2	0
P46941	Q9XTV9	1
Q8T3J9	Q6NN09	1
P10676	E2QCK0	0
Q9V9Z9	Q9W0F6	0
Q9V3G9	Q7KN94	1
P30642	Q20310	1
Q9VST2	Q9VH19	0
P29052	A0A0B4KHH2	0
Q9VDG2	Q9VZ90	1
Q9VEU5	Q9VW52	1
P76339	P06722	0
Q09620	Q18776	1
Q9VD35	P40657	1
A1Z8D5	Q9W3Z4	1
Q9W4E4	Q9VGR1	1
Q9VAU6	P82713	1
Q9VR90	E1JJD8	1
Q9VQF5	Q9VDS6	1
Q7KM13	P30432	1
Q8MYW2	M9PI95	1
Q8MSH5	Q9V3G9	1
P43332	Q9VWR5	0
Q9VPT9	Q9VZJ8	1
P34021	Q9VSS2	0
O44437	Q9VYV5	0
P19538	Q9W5R8	0
A1ZA28	Q9VDT2	1
P25028	Q9Y0Y2	0
M9PCI2	X2JA43	0
Q9XYN7	O18405	0
O61208	Q9N4Z2	1
Q24325	A0A0S0X8K7	0
A1ZBY1	Q9W3R7	1
P56672	A0A1B2AKI4	0
P09085	Q9VVN2	0
Q960J7	Q9VTT3	1
P23872	P06720	1
Q22227	Q8IAA7	1
P37338	P37338	1
Q9VIF0	Q24276	0
A0A1B2AJ61	Q94901	0
P45428	P04994	0
Q9W5R8	E2QD00	0
O44386	P07185	1
Q7K2X1	NP_524067	1
Q9VEX9	Q23985	0
Q94516	Q9W0F6	0
NP_729819	Q9VAU6	1
Q8IH18	Q9W5R8	1
Q9VTZ5	Q9VZN0	1
P22939	P18471	0
Q01842	Q961G1	0
Q9W3C1	A0A0B4LES3	0
Q9VJQ5	Q9V595	0
Q9Y123	Q9VSP8	1
Q9W5B9	Q9VYV5	0
Q9VML8	Q9U1M2	1
Q9VLA6	Q0E8F8	1
Q4U2G8	Q9VRX7	1
Q9V436	Q9VK14	1
Q9W020	Q9VH19	0
Q24297	P98081	0
P09081	Q9VU84	0
Q7KM13	Q9VLJ9	0
Q9VM22	Q9VFX6	1
Q03017	Q9VF89	0
Q22053	P34574	0
Q9VYQ8	A4V0A1	0
P48591	Q9W279	1
Q8MR31	Q9V472	1
P48987	P52029	0
P11420	X2JA43	0
P10408	P28632	1
P41073	O18388	0
O46036	X2JA43	0
Q9W1S5	E1JID8	0
NP_652243	Q9VH19	1
NP_573242	Q27597	0
Q9VIF0	E2QCK0	0
Q8MSU4	Q7JYV7	1
O46036	NP_650336	1
Q24407	Q24207	0
Q9VNC4	Q9VFU2	1
P41374	P45975	1
Q9VH37	NP_723690	1
A4V0A1	P53624	0
Q24206	Q9Y0Y2	0
Q9VYA4	Q9VM57	1
P92189	A0A0B4KHH2	0
Q9Y0Y2	A0A1B2AJ61	0
Q9W2K8	Q9VCS1	1
P16433	P45464	1
NP_648089	Q9VZ09	1
Q18240	Q23381	0
Q9V9Z9	X2JA43	0
Q9VVH0	Q9VE52	1
P91943	Q8MKN0	0
Q24266	P27619	0
P04825	P30139	0
P25798	P31473	0
Q9VM95	Q9VPS5	0
Q21924	Q09248	0
P05084	Q03017	0
Q9VUK7	Q9W3E7	1
P77173	P31600	0
A1Z8D5	Q8IMU0	1
P25028	E1JID8	0
Q8ST83	Q961G1	0
Q9V3A9	Q9W455	1
O61661	A4V0A1	0
Q9VI10	P45594	0
P08716	P00956	0
Q9VQ77	Q9VBK9	1
Q24325	Q9U4L6	0
P07183	Q9VW93	1
Q9VUB1	P50887	1
Q9VYH3	A8E702	0
M9PFN1	Q9VEU5	0
Q8SXP8	A1Z8U1	1
P77202	P06996	0
Q9VGB6	Q86BR8	1
Q9VW52	Q9VS38	1
O16158	Q9VXB4	1
Q9W1K5	Q9W0V1	0
Q04688	Q9V9Z1	0
Q7JUY8	Q9W062	1
P17886	Q9Y1A3	0
NP_729623	P07182	1
P18289	P81900	0
A1YK08	Q03017	1
P56672	Q9W141	0
